common name,original name,
cod,cod,3
coe,coe,3
florida international,fiu,21
iup,iup,3
lsu,lsu,3
mit,mit,3
mit,MIT (MA),3
northern illinois,niu,17
rpi,rpi,3
tcu,tcu,3
uab,uab,3
ucf,ucf,3
usc,usc,3
usf,usf,3
vmi,vmi,3
alma,alma,4
alma,Alma (MI),4
army,army,4
duke,duke,4
elon,elon,4
enmu,enmu,4
etsu,etsu,4
grcc,grcc,4
hope,hope,4
iona,iona,4
iowa,iowa,4
kean,kean,4
kean,Kean (NJ),4
lane,lane,4
mary,mary,4
naps,naps,4
navy,navy,4
nccu,nccu,4
ohio,ohio,4
pace,pace,4
penn,penn,4
rice,rice,4
shaw,shaw,4
tcnj,tcnj,4
troy,troy,4
ucla,ucla,4
unlv,unlv,4
utah,utah,4
utep,utep,4
utsa,utsa,4
yale,yale,4
yale,Yale (CT),4
akron,akron,5
akron,Akron (OH),5
avila,avila,5
baker,baker,5
bates,bates,5
berea,berea,5
blinn,blinn,5
brown,brown,5
colby,colby,5
doane,doane,5
dordt,dordt,5
drake,drake,5
hiram,hiram,5
hiram,Hiram (OH),5
idaho,idaho,5
lamar,lamar,5
maine,maine,5
menlo,menlo,5
miami,miami,5
miles,miles,5
rayne,rayne,5
ripon,ripon,5
rowan,rowan,5
salem,salem,5
tabor,tabor,5
tampa,tampa,5
texas,texas,5
tufts,tufts,5
tulsa,tulsa,5
uconn,uconn,5
umass,umass,5
union,union,5
utica,utica,5
walsh,walsh,5
adrian,adrian,6
adrian,Adrian (MI),6
albany,albany,6
albion,albion,6
albion,Albion (MI),6
albion,albion college,6
auburn,auburn,6
austin,austin,6
bacone,bacone,6
baylor,baylor,6
baylor,Baylor (TX),6
becker,becker,6
bethel,bethel,6
boston,boston,6
bryant,bryant,6
burton,burton,6
butler,butler,6
butler,Butler (IN),6
coe ia,Coe (IA),6
dayton,dayton,6
depauw,depauw,6
depauw,DePauw (IN),6
eureka,eureka,6
eureka,Eureka (IL),6
furman,furman,6
furman,Furman (SC),6
geneva,geneva,6
hawaii,hawaii,6
hobart,hobart,6
howard,howard,6
hughes,hughes,6
husson,husson,6
ithaca,ithaca,6
kansas,kansas,6
keller,keller,6
lehigh,lehigh,6
luther,luther,6
luther,Luther (IA),6
malone,malone,6
malone,Malone (OH),6
marian,marian,6
marist,marist,6
marist,Marist (NY),6
mercer,mercer,6
nevada,nevada,6
oregon,oregon,6
ottawa,ottawa,6
png hs,png hs,6
pomona,pomona,6
purdue,purdue,6
quincy,quincy,6
ramapo,ramapo,6
rhodes,rhodes,6
rhodes,Rhodes (TN),6
taylor,taylor,6
temple,temple,6
temple,Temple (PA),6
tiffin,tiffin,6
toledo,toledo,6
toledo,Toledo (OH),6
towson,towson,6
tulane,tulane,6
tulane,Tulane (LA),6
urbana,urbana,6
wabash,wabash,6
wagner,wagner,6
wilkes,wilkes,6
wilkes,Wilkes (PA),6
xavier,xavier,6
abilene,abilene,7
abilene,abilene christian,7
abilene,Abilene Christian (TX),7
abilene,abilene christian wildcats,7
alabama,alabama,7
alma hs,alma hs,7
amherst,amherst,7
amherst,Amherst (MA),7
arizona,arizona,7
army ny,Army (NY),7
ashland,ashland,7
ashland,Ashland (OH),7
bethany,bethany,7
brevard,brevard,7
buffalo,buffalo,7
cameron,cameron,7
capital,capital,7
carroll,carroll,7
catawba,catawba,7
cheyney,cheyney,7
chicago,chicago,7
chicago,Chicago (IL),7
citadel,citadel,7
citadel,Citadel (SC),7
clarion,clarion,7
clarion,Clarion (PA),7
clemson,clemson,7
clemson,Clemson (SC),7
colgate,colgate,7
colgate,Colgate (NY),7
concord,concord,7
concord,Concord (WV),7
cornell,cornell,7
denison,denison,7
dubuque,dubuque,7
duke,Duke (NC),4
earlham,earlham,7
elon,Elon (NC),4
enka hs,enka hs,7
fife hs,fife hs,7
findlay,findlay,7
findlay,Findlay (OH),7
florida,florida,7
fordham,fordham,7
fordham,Fordham (NY),7
friends,friends,7
friends,Friends (KS),7
gaither,gaither,7
georgia,georgia,7
hampton,hampton,7
hampton,Hampton (VA),7
harvard,harvard,7
hofstra,hofstra,7
hofstra,Hofstra (NY),7
hope mi,Hope (MI),7
houston,houston,7
indiana,indiana,7
iona ny,Iona (NY),7
juniata,juniata,7
knox il,Knox (IL),7
lambuth,lambuth,7
lane tn,Lane (TN),7
liberty,liberty,7
mary nd,Mary (ND),7
mcmurry,mcmurry,7
mcmurry,McMurry (TX),7
mesa hs,mesa hs,7
montana,montana,7
navarro,navarro,7
navy,Navy (MD),4
norwich,norwich,7
norwich,Norwich (VT),7
oberlin,oberlin,7
oberlin,Oberlin (OH),7
pace ny,Pace (NY),7
pacific,pacific,7
palomar,palomar,7
parsons,parsons,7
parsons,Parsons (IA),7
poca hs,poca hs,7
reno hs,reno hs,7
rice tx,Rice (TX),7
rocbull,rocbull,7
rutgers,rutgers,7
rutgers,Rutgers (NJ),7
samford,samford,7
sewanee,sewanee,7
shaw nc,Shaw (NC),7
shorter,shorter,7
stetson,stetson,7
stetson,Stetson (FL),7
troy al,Troy (AL),7
waco hs,waco hs,7
waldorf,waldorf,7
wheaton,wheaton,7
wheaton,Wheaton (IL),7
widener,widener,7
wingate,wingate,7
wingate,Wingate (NC),7
wofford,wofford,7
wofford,Wofford (SC),7
wooster,wooster,7
wooster,Wooster (OH),7
wyoming,wyoming,7
akins hs,akins hs,8
albright,albright,8
albright,Albright (PA),8
alice hs,alice hs,8
aloha hs,aloha hs,8
anderson,anderson,8
arkansas,arkansas,8
avila mo,Avila (MO),8
baker ks,Baker (KS),8
banks hs,banks hs,8
barbe hs,barbe hs,8
bates me,Bates (ME),8
bc lions,bc lions,8
belhaven,belhaven,8
blinn jc,blinn jc,8
brown ri,Brown (RI),8
bucknell,bucknell,8
bucknell,Bucknell (PA),8
cal poly,cal poly,8
campbell,campbell,8
carthage,carthage,8
carthage,Carthage (WI),8
catholic,catholic,8
colby me,Colby (ME),8
colorado,colorado,8
columbia,columbia,8
crown mn,Crown (MN),8
curry ma,Curry (MA),8
davidson,davidson,8
delaware,delaware,8
doane ne,Doane (NE),8
drake ia,Drake (IA),8
duquesne,duquesne,8
eaton hs,eaton hs,8
elder hs,elder hs,8
elgin hs,elgin hs,8
fairmont,fairmont,8
faulkner,faulkner,8
franklin,franklin,8
gibbs hs,gibbs hs,8
giles hs,giles hs,8
guilford,guilford,8
guilford,Guilford (NC),8
hamilton,hamilton,8
hamilton,Hamilton (NY),8
hartwick,hartwick,8
hartwick,Hartwick (NY),8
hastings,hastings,8
illinois,illinois,8
indio hs,indio hs,8
iowa st.,Iowa St.,8
kentucky,kentucky,8
kutztown,kutztown,8
kutztown,Kutztown (PA),8
la salle,la salle,8
la verne,la verne,8
la verne,La Verne (CA),8
lagrange,lagrange,8
lamar tx,Lamar (TX),8
langston,langston,8
langston,Langston (OK),8
llano hs,llano hs,8
logan hs,logan hs,8
loras ia,Loras (IA),8
lycoming,lycoming,8
lycoming,Lycoming (PA),8
marietta,marietta,8
marietta,Marietta (OH),8
marshall,marshall,8
marshall,Marshall (WV),8
maryland,maryland,8
masuk hs,masuk hs,8
mckinney,mckinney,8
menlo ca,Menlo (CA),8
miami fl,Miami (FL),8
miami oh,Miami (OH),8
miami hs,miami hs,8
miami oh,miami oh,8
michigan,michigan,8
miles al,Miles (AL),8
millsaps,millsaps,8
millsaps,Millsaps (MS),8
minor hs,minor hs,8
missouri,missouri,8
monmouth,monmouth,8
nc state,nc state,8
nebraska,nebraska,8
newberry,newberry,8
ohio st.,Ohio St.,8
oklahoma,oklahoma,8
ole miss,ole miss,8
ooltewah,ooltewah,8
penn st.,Penn St.,8
point ga,Point (GA),8
redlands,redlands,8
redlands,Redlands (CA),8
richmond,richmond,8
ripon wi,Ripon (WI),8
rockwall,rockwall,8
rolla hs,rolla hs,8
rowan nj,Rowan (NJ),8
salem hs,salem hs,8
shepherd,shepherd,8
siena ny,Siena (NY),8
southern,southern,8
spiro hs,spiro hs,8
stanford,stanford,8
stanford,Stanford (CA),8
sterling,sterling,8
stillman,stillman,8
syracuse,syracuse,8
tabor ks,Tabor (KS),8
texas hs,texas hs,8
thiel pa,Thiel (PA),8
trine in,Trine (IN),8
tufts ma,Tufts (MA),8
tulsa ok,Tulsa (OK),8
tusculum,tusculum,8
tusculum,Tusculum (TN),8
tuskegee,tuskegee,8
uc davis,uc davis,8
union ky,Union (KY),8
union ny,Union (NY),8
union hs,union hs,8
usc - lb,usc - lb,8
utah st.,Utah St.,8
utica ny,Utica (NY),8
virginia,virginia,8
walsh oh,Walsh (OH),8
washburn,washburn,8
washburn,Washburn (KS),8
wesleyan,wesleyan,8
wesleyan,Wesleyan (CT),8
whittier,whittier,8
whittier,Whittier (CA),8
williams,williams,8
williams,Williams (MA),8
xenia hs,xenia hs,8
air force,air force,9
air force,Air Force (CO),9
alfred ny,Alfred (NY),9
allegheny,allegheny,9
allegheny,Allegheny (PA),9
angola hs,angola hs,9
apollo hs,apollo hs,9
auburn,Auburn (AL),6
auburn hs,auburn hs,9
augustana,augustana,9
aurora il,Aurora (IL),9
austin tx,Austin (TX),9
ave maria,ave maria,9
bacone ok,Bacone (OK),9
bangor hs,bangor hs,9
beloit wi,Beloit (WI),9
belton hs,belton hs,9
bethel ks,Bethel (KS),9
bethel mn,Bethel (MN),9
bethel tn,Bethel (TN),9
borger hs,borger hs,9
boston ma,Boston (MA),9
bryant ri,Bryant (RI),9
butler cc,butler cc,9
canyon hs,canyon hs,9
case tech,case tech,9
centre ky,Centre (KY),9
charlotte,charlotte,9
chowan nc,Chowan (NC),9
citrus jc,citrus jc,9
coffee hs,coffee hs,9
colton hs,colton hs,9
concordia,concordia,9
consol hs,consol hs,9
copley hs,copley hs,9
dartmouth,dartmouth,9
dartmouth,Dartmouth (NH),9
dayton oh,Dayton (OH),9
del valle,del valle,9
denver co,Denver (CO),9
dickinson,dickinson,9
dickinson,Dickinson (PA),9
dothan hs,dothan hs,9
el camino,el camino,9
elyria hs,elyria hs,9
etowah hs,etowah hs,9
fairfield,fairfield,9
ferrum va,Ferrum (VA),9
galion hs,galion hs,9
gannon pa,Gannon (PA),9
geneva pa,Geneva (PA),9
goshen hs,goshen hs,9
graceland,graceland,9
graceland,Graceland (IA),9
grambling,grambling,9
grundy hs,grundy hs,9
hamlin hs,hamlin hs,9
helena hs,helena hs,9
hillsboro,hillsboro,9
hobart ny,Hobart (NY),9
howard dc,Howard (DC),9
ingleside,ingleside,9
ithaca ny,Ithaca (NY),9
jamestown,jamestown,9
jesuit hs,jesuit hs,9
judson hs,judson hs,9
kalamazoo,kalamazoo,9
kenyon oh,Kenyon (OH),9
king's pa,King's (PA),9
l.a. rams,l.a. rams,9
lafayette,lafayette,9
leesmcrae,leesmcrae,9
lehigh pa,Lehigh (PA),9
loyola la,Loyola (LA),9
ludlow hs,ludlow hs,9
marian hs,marian hs,9
mars hill,mars hill,9
mars hill,Mars Hill (NC),9
mccook jc,mccook jc,9
mckendree,mckendree,9
mckendree,McKendree (IL),9
mcpherson,mcpherson,9
mcpherson,McPherson (KS),9
mentor hs,mentor hs,9
mercer ga,Mercer (GA),9
methodist,methodist,9
miller hs,miller hs,9
milton hs,milton hs,9
minnesota,minnesota,9
moline hs,moline hs,9
morehouse,morehouse,9
morehouse,Morehouse (GA),9
morton hs,morton hs,9
mount ida,mount ida,9
muskingum,muskingum,9
new haven,new haven,9
newark hs,newark hs,9
odessa hs,odessa hs,9
olivet mi,Olivet (MI),9
ottawa ks,Ottawa (KS),9
otterbein,otterbein,9
otterbein,Otterbein (OH),9
owosso hs,owosso hs,9
pelham hs,pelham hs,9
pikeville,pikeville,9
princeton,princeton,9
princeton,Princeton (NJ),9
purdue,Purdue (IN),6
queens ny,Queens (NY),9
quincy il,Quincy (IL),9
rochester,rochester,9
rogers hs,rogers hs,9
salisbury,salisbury,9
san diego,san diego,9
seabreeze,seabreeze,9
seguin hs,seguin hs,9
sehome hs,sehome hs,9
sierra jc,sierra jc,9
southlake,southlake,9
tampa bay,tampa bay,9
taylor in,Taylor (IN),9
tennessee,tennessee,9
texas a&i,texas a&i,9
texas a&m,texas a&m,9
texas a&m,Texas A&M;,9
texas st.,Texas St.,9
tiffin oh,Tiffin (OH),9
towson md,Towson (MD),9
tri-state,tri-state,9
triton jc,triton jc,9
tulare hs,tulare hs,9
unlv - dl,unlv - dl,9
unlv - ga,unlv - ga,9
urbana oh,Urbana (OH),9
ut martin,ut martin,9
utah,utah utes,4
valley hs,valley hs,9
villanova,villanova,9
villanova,Villanova (PA),9
vinton hs,vinton hs,9
wabash in,Wabash (IN),9
wagner ny,Wagner (NY),9
walker hs,walker hs,9
waller hs,waller hs,9
warner fl,Warner (FL),9
wesley de,Wesley (DE),9
whitworth,whitworth,9
willis hs,willis hs,9
wisconsin,wisconsin,9
abilene hs,abilene hs,10
adelphi ny,Adelphi (NY),10
airline hs,airline hs,10
albert lea,albert lea,10
albert lea,Albert Lea (MN),10
allen h.s.,allen h.s.,10
altus h.s.,altus h.s.,10
andrean hs,andrean hs,10
andrews hs,andrews hs,10
assumption,assumption,10
assumption,Assumption (MA),10
averett va,Averett (VA),10
ball st.,ball state,8
bentley ma,Bentley (MA),10
bethany ks,Bethany (KS),10
bethany wv,Bethany (WV),10
boonton hs,boonton hs,10
boulder hs,boulder hs,10
bowdoin me,bowdoin,10
bowdoin me,Bowdoin (ME),10
brandon hs,brandon hs,10
buffalo ny,Buffalo (NY),10
c. w. post,c. w. post,10
california,california,10
cameron ok,Cameron (OK),10
capital oh,Capital (OH),10
carroll mt,Carroll (MT),10
carroll wi,Carroll (WI),10
carrollton,carrollton,10
catawba nc,Catawba (NC),10
central ia,Central (IA),10
chapman ca,Chapman (CA),10
charleston,charleston,10
cheyney pa,Cheyney (PA),10
cincinnati,cincinnati,10
cincinnati,Cincinnati (OH),10
coahoma cc,coahoma cc,10
coahoma hs,coahoma hs,10
cordova hs,cordova hs,10
cornell,Cornell (NY),7
corunna hs,corunna hs,10
crowley hs,crowley hs,10
denison oh,Denison (OH),10
detroit mi,Detroit (MI),10
dubuque ia,Dubuque (IA),10
earlham in,Earlham (IN),10
eastern hs,eastern hs,10
emerson hs,emerson hs,10
erwin h.s.,erwin h.s.,10
evangel mo,Evangel (MO),10
everett hs,everett hs,10
fairfax hs,fairfax hs,10
forbush hs,forbush hs,10
fordyce hs,fordyce hs,10
fork union,fork union,10
gaffney hs,gaffney hs,10
ganesha hs,ganesha hs,10
garland hs,garland hs,10
gavilan jc,gavilan jc,10
georgetown,georgetown,10
gettysburg,gettysburg,10
gettysburg,Gettysburg (PA),10
gonzaga wa,Gonzaga (WA),10
grand view,grand view,10
granite hs,granite hs,10
greensboro,greensboro,10
greensboro,Greensboro (NC),10
greenville,greenville,10
hamline mn,Hamline (MN),10
hanover in,hanover,10
hanover in,Hanover (IN),10
harding ar,Harding (AR),10
harvard ma,Harvard (MA),10
haslett hs,haslett hs,10
heidelberg,heidelberg,10
heidelberg,Heidelberg (OH),10
hendrix ar,Hendrix (AR),10
hibbing cc,hibbing cc,10
holy cross,holy cross,10
houston,Houston (TX),7
houston hs,houston hs,10
idaho,idaho - dl,5
indiana pa,Indiana (PA),10
iowa st.,iowa state,8
juniata pa,Juniata (PA),10
kansas st.,Kansas St.,10
keanramapo,keanramapo,10
kearney hs,kearney hs,10
kent state,kent state,10
kilgore hs,kilgore hs,10
kilgore jc,kilgore jc,10
lambuth tn,Lambuth (TN),10
langdon hs,langdon hs,10
liberty va,Liberty (VA),10
liberty hs,liberty hs,10
lincoln mo,Lincoln (MO),10
lincoln pa,Lincoln (PA),10
lindenwood,lindenwood,10
lindenwood,Lindenwood (MO),10
lindenwood,Lindenwood-Belleville (IL),10
livingston,livingston,10
louisville,louisville,10
louisville,Louisville (KY),10
lsu tigers,lsu tigers,10
lubbock hs,lubbock hs,10
luverne hs,luverne hs,10
macalester,macalester,10
madison hs,madison hs,10
madonna hs,madonna hs,10
manatee hs,manatee hs,10
manchester,manchester,10
manchester,Manchester (IN),10
marshfield,marshfield,10
medford hs,medford hs,10
memphis tn,memphis,10
memphis tn,Memphis (TN),10
mesa state,mesa state,10
middlebury,middlebury,10
midland hs,midland hs,10
millard hs,millard hs,10
miramar hs,miramar hs,10
moeller hs,moeller hs,10
momence hs,momence hs,10
moody h.s.,moody h.s.,10
mullins hs,mullins hs,10
mulvane hs,mulvane hs,10
navarro jc,navarro jc,10
new mexico,new mexico,10
nichols ma,Nichols (MA),10
nitro h.s.,nitro h.s.,10
north park,north park,10
notre dame,notre dame,10
notre dame,Notre Dame (IN),10
occidental,occidental,10
occidental,Occidental (CA),10
ohio state,ohio state,10
oregon st.,Oregon St.,10
pacific ca,Pacific (CA),10
pacific or,Pacific (OR),10
parrish hs,parrish hs,10
paw paw hs,paw paw hs,10
penn st.,penn state,8
pepperdine,pepperdine,10
peru state,peru state,10
pitt,pittsburgh,4
rhein fire,rhein fire,10
rosehulman,rosehulman,10
saguaro hs,saguaro hs,10
samford al,Samford (AL),10
san angelo,san angelo,10
sd mesa cc,sd mesa cc,10
serra h.s.,serra h.s.,10
seton hill,seton hill,10
seton hill,Seton Hill (PA),10
sewanee tn,Sewanee (TN),10
shafter hs,shafter hs,10
shawnee hs,shawnee hs,10
simpson ia,Simpson (IA),10
springdale,springdale,10
st. thomas,st. thomas,10
stadium hs,stadium hs,10
sulphur hs,sulphur hs,10
sundown hs,sundown hs,10
sunyalbany,sunyalbany,10
tascosa hs,tascosa hs,10
texas tech,texas tech,10
trenton hs,trenton hs,10
trinity ct,Trinity (CT),10
trinity tx,Trinity (TX),10
troy state,troy state,10
upper iowa,upper iowa,10
ursinus pa,Ursinus (PA),10
utah blaze,utah blaze,10
utah st.,utah state,8
valparaiso,valparaiso,10
valparaiso,Valparaiso (IN),10
washington,washington,10
wayland hs,wayland hs,10
waynesburg,waynesburg,10
waynesburg,Waynesburg (PA),10
wayzata hs,wayzata hs,10
wharton hs,wharton hs,10
widener pa,Widener (PA),10
windham hs,windham hs,10
wittenberg,wittenberg,10
wittenberg,Wittenberg (OH),10
adams state,Adams St. (CO),11
adams state,adams state,11
alabama a&m,alabama a&m,11
alabama a&m,Alabama A&M;,11
alderson wv,Alderson (WV),11
alliance hs,alliance hs,11
anderson in,Anderson (IN),11
arizona st.,Arizona St.,11
atlantic hs,atlantic hs,11
augsburg mn,Augsburg (MN),11
austin peay,austin peay,11
avondale hs,avondale hs,11
ball st.,Ball St. (IN),8
belfield hs,belfield hs,11
belhaven ms,Belhaven (MS),11
benedict sc,Benedict (SC),11
benedictine,benedictine,11
bluffton oh,Bluffton (OH),11
boise state,boise state,11
bowie state,bowie state,11
brandeis ma,Brandeis (MA),11
briar cliff,briar cliff,11
briar cliff,Briar Cliff (IA),11
brooklyn ny,Brooklyn (NY),11
campbell nc,Campbell (NC),11
canisius ny,Canisius (NY),11
carleton mn,Carleton (MN),11
carlisle hs,carlisle hs,11
catholic dc,Catholic (DC),11
chattanooga,chattanooga,11
cheshire hs,cheshire hs,11
chico state,chico state,11
cleburne hs,cleburne hs,11
coast guard,coast guard,11
coast guard,Coast Guard (CT),11
columbia ny,Columbia (NY),11
columbia hs,columbia hs,11
connecticut,connecticut,11
cumberlands,cumberlands,11
dangerfield,dangerfield,11
davidson nc,Davidson (NC),11
defiance oh,Defiance (OH),11
delta state,delta state,11
denver gold,denver gold,11
duquesne pa,Duquesne (PA),11
eastland hs,eastland hs,11
eastside hs,eastside hs,11
edinboro pa,edinboro,11
edinboro pa,Edinboro (PA),11
eldorado hs,eldorado hs,11
ellicott hs,ellicott hs,11
elmhurst il,Elmhurst (IL),11
fairhope hs,fairhope hs,11
farragut hs,farragut hs,11
faulkner al,Faulkner (AL),11
flathead hs,flathead hs,11
florence hs,florence hs,11
florida a&m,florida a&m,11
florida a&m,Florida A&M;,11
fsu,Florida St.,3
floydada hs,floydada hs,11
foothill jc,foothill jc,11
franklin in,Franklin (IN),11
franklin hs,franklin hs,11
gallatin hs,gallatin hs,11
georgia st.,Georgia St.,11
graz giants,graz giants,11
grinnell ia,Grinnell (IA),11
groveton hs,groveton hs,11
hamilton hs,hamilton hs,11
hastings ne,Hastings (NE),11
hayfield ss,hayfield ss,11
highland hs,highland hs,11
idaho state,Idaho St.,11
idaho state,idaho state,11
indiana st.,Indiana St.,11
indiana st.,indiana state,11
jennings hs,jennings hs,11
kent st. oh,Kent St. (OH),11
kings point,kings point,11
la cueva hs,la cueva hs,11
la salle pa,La Salle (PA),11
lagrange ga,LaGrange (GA),11
lake forest,lake forest,11
lakeland wi,lakeland,11
lakeland wi,Lakeland (WI),11
lawrence wi,Lawrence (WI),11
leavenworth,leavenworth,11
lenoirrhyne,lenoirrhyne,11
linfield or,Linfield (OR),11
livingstone,livingstone,11
livingstone,Livingstone (NC),11
marshall hs,marshall hs,11
mcdowell hs,mcdowell hs,11
mesa st. co,Mesa St. (CO),11
millikin il,millikin,11
millikin il,Millikin (IL),11
ole miss,mississippi,8
monahans hs,monahans hs,11
monmouth il,Monmouth (IL),11
monmouth nj,Monmouth (NJ),11
montana st.,Montana St.,11
moravian pa,Moravian (PA),11
morningside,morningside,11
morningside,Morningside (IA),11
mount union,mount union,11
mount union,Mount Union (OH),11
mt. hood cc,mt. hood cc,11
mt. hope hs,mt. hope hs,11
nativity hs,nativity hs,11
nazareth hs,nazareth hs,11
new york ny,New York (NY),11
newberry sc,Newberry (SC),11
nordonia hs,nordonia hs,11
north texas,north texas,11
oakcrest hs,oakcrest hs,11
oregon tech,oregon tech,11
ouachita hs,ouachita hs,11
pasadena cc,pasadena cc,11
pattonville,pattonville,11
pawhuska hs,pawhuska hs,11
peru st. ne,Peru St. (NE),11
piedmont hs,piedmont hs,11
pmc/widener,pmc/widener,11
richmond va,Richmond (VA),11
richmond hs,richmond hs,11
ridgeway hs,ridgeway hs,11
rockford il,Rockford (IL),11
sandusky hs,sandusky hs,11
santa clara,santa clara,11
santa clara,Santa Clara (CA),11
seminole hs,seminole hs,11
sequoyah hs,sequoyah hs,11
shepherd wv,Shepherd (WV),11
simsbury hs,simsbury hs,11
sioux falls,sioux falls,11
sioux falls,Sioux Falls (SD),11
southern la,Southern (LA),11
springfield,springfield,11
springfield,Springfield (MA),11
st. ambrose,st. ambrose,11
st. francis,st. francis,11
st. norbert,st. norbert,11
st. paul hs,st. paul hs,11
stamford hs,stamford hs,11
sterling ks,Sterling (KS),11
sterling hs,sterling hs,11
stillman al,Stillman (AL),11
stockton hs,stockton hs,11
stony brook,stony brook,11
suny canton,suny canton,11
susquehanna,susquehanna,11
susquehanna,Susquehanna (PA),11
syracuse,Syracuse (NY),8
texas state,texas state,11
the citadel,the citadel,11
thomas more,thomas more,11
thomas more,Thomas More (KY),11
tuskegee al,Tuskegee (AL),11
ucla,ucla bruins,4
usc,usc - dc/dl,3
wake forest,wake forest,11
wake forest,Wake Forest (NC),11
wartburg ia,wartburg,11
wartburg ia,Wartburg (IA),11
wayne state,wayne state,11
weber state,weber state,11
westminster,westminster,11
yorktown hs,yorktown hs,11
albany state,Albany St. (GA),12
albany state,albany state,12
albemarle hs,albemarle hs,12
alcorn state,Alcorn St. (MS),12
alcorn state,alcorn state,12
angelo state,angelo state,12
ardmore h.s.,ardmore h.s.,12
arkansas a&m,arkansas a&m,12
arkansas st.,Arkansas St.,12
arms academy,arms academy,12
augustana il,Augustana (IL),12
augustana sd,Augustana (SD),12
ave maria fl,Ave Maria (FL),12
avonworth hs,avonworth hs,12
ballinger hs,ballinger hs,12
bard college,bard college,12
boise st. id,Boise St. (ID),12
bowie st. md,Bowie St. (MD),12
breckenridge,breckenridge,12
broughton hs,broughton hs,12
burroughs hs,burroughs hs,12
cal lutheran,cal lutheran,12
carsonnewman,carsonnewman,12
centenary la,Centenary (LA),12
claremore hs,claremore hs,12
clinton h.s.,clinton h.s.,12
colorado st.,Colorado St.,12
colorado st.,colorado state,12
concordia il,Concordia (IL),12
concordia mi,Concordia (MI),12
concordia ne,Concordia (NE),12
concordia wi,Concordia (WI),12
creighton ne,Creighton (NE),12
cresskill hs,cresskill hs,12
crestline hs,crestline hs,12
dakota state,dakota state,12
delta st. ms,Delta St. (MS),12
detroit fury,detroit fury,12
dixie st. ut,Dixie St. (UT),12
east central,east central,12
east central,East Central (OK),12
eastbrook hs,eastbrook hs,12
eastern utah,eastern utah,12
el camino hs,el camino hs,12
fairfield ct,Fairfield (CT),12
ferris state,ferris state,12
florida tech,Florida Tech,12
fordham prep,fordham prep,12
fresno state,fresno state,12
gallaudet dc,Gallaudet (DC),12
gardner-webb,gardner-webb,12
gardner-webb,Gardner-Webb (NC),12
gar-field hs,gar-field hs,12
georgia tech,georgia tech,12
gonzaga prep,gonzaga prep,12
greenwood hs,greenwood hs,12
gull lake hs,gull lake hs,12
hahnville hs,hahnville hs,12
hillsdale mi,hillsdale,12
hillsdale mi,Hillsdale (MI),12
holy name hs,holy name hs,12
howard payne,howard payne,12
howard payne,Howard Payne (TX),12
illinois st.,illinois st.,12
jacksonville,jacksonville,12
jacksonville,Jacksonville (FL),12
jamestown nd,Jamestown (ND),12
john carroll,john carroll,12
john carroll,John Carroll (OH),12
kalamazoo mi,Kalamazoo (MI),12
kansas st.,kansas state,10
kentucky st.,Kentucky St.,12
l.a. raiders,l.a. raiders,12
lafayette pa,Lafayette (PA),12
lancaster hs,lancaster hs,12
lane college,lane college,12
macarthur hs,macarthur hs,12
macmurray il,MacMurray (IL),12
manhattan ny,Manhattan (NY),12
mansfield hs,mansfield high school,12
mansfield hs,mansfield hs,12
marble falls,marble falls,12
mariemont hs,mariemont hs,12
marquette wi,Marquette (WI),12
maryville tn,Maryville (TN),12
massillon hs,massillon hs,12
mcadory h.s.,mcadory h.s.,12
mcalester hs,mcalester hs,12
merrimack ma,Merrimack (MA),12
methodist nc,Methodist (NC),12
millersville,millersville,12
millersville,Millersville (PA),12
minot st. nd,Minot St. (ND),12
mishawaka hs,mishawaka hs,12
missouri s&t,missouri s&t,12
missouri st.,Missouri St.,12
montana tech,Montana Tech,12
montville hs,montville hs,12
morgan state,morgan state,12
morris brown,morris brown,12
mount ida ma,Mount Ida (MA),12
murray state,murray state,12
muskingum oh,Muskingum (OH),12
new haven ct,New Haven (CT),12
north dakota,north dakota,12
northeastern,northeastern,12
northeastern,Northeastern (MA),12
northview hs,northview hs,12
northwestern,northwestern,12
northwestern,Northwestern (IL),12
northwood mi,Northwood (MI),12
northwood tx,Northwood (TX),12
oklahoma st.,Oklahoma St.,12
oregon st.,oregon state,10
orlando rage,orlando rage,12
penncrest hs,penncrest hs,12
penn,pennsylvania,4
philadelphia eagles,phil. eagles,19
philadelphia,philadelphia,12
pikeville ky,Pikeville (KY),12
prairie view,prairie view,12
prairie view,prairie view a&m,12
prairie view,Prairie View A&M; (TX),12
presbyterian,presbyterian,12
presbyterian,Presbyterian (SC),12
princeton hs,princeton hs,12
quarterbacks,quarterbacks,12
reinhardt ga,Reinhardt (GA),12
rhode island,rhode island,12
richfield hs,richfield hs,12
rl turner hs,rl turner hs,12
rochester ny,Rochester (NY),12
sacred heart,sacred heart,12
sacred heart,Sacred Heart (CT),12
saint john's,saint john's,12
saint mary's,saint mary's,12
saint xavier,saint xavier,12
saint xavier,Saint Xavier (IL),12
salisbury md,Salisbury (MD),12
san diego ca,San Diego (CA),12
san mateo jc,san mateo jc,12
se louisiana,se louisiana,12
shippensburg,shippensburg,12
shippensburg,Shippensburg (PA),12
shoreline cc,shoreline cc,12
